KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001141001,T001141002,T001141003,T001141004,T001141005,T001141006,T001141007,T001141008,T001141009,T001141010,T001141011,T001141012,T001141013,T001141014,T001141015,T001141016,T001141017,T001141018,T001141019,T001141020,T001141021,T001141022,T001141023,T001141024,T001141025,T001141026,T001141027,T001141028,T001141029,T001141030,T001141031,T001141032,T001141033,T001141034,T001141035,T001141036,T001141037,T001141038,T001141039,T001141040,T001141041,T001141042,T001141043,T001141044,T001141045,T001141046,T001141047,T001141048,T001141049,T001141050
,,,,　人口（総数）,　人口（総数）　男,　人口（総数）　女,　０～１４歳人口　総数,　０～１４歳人口　男,　０～１４歳人口　女,　１５歳以上人口　総数,　１５歳以上人口　男,　１５歳以上人口　女,　１５～６４歳人口　総数,　１５～６４歳人口　男,　１５～６４歳人口　女,　１８歳以上人口　総数,　１８歳以上人口　男,　１８歳以上人口　女,　２０歳以上人口　総数,　２０歳以上人口　男,　２０歳以上人口　女,　６５歳以上人口　総数,　６５歳以上人口　男,　６５歳以上人口　女,　７５歳以上人口　総数,　７５歳以上人口　男,　７５歳以上人口　女,　８５歳以上人口　総数,　８５歳以上人口　男,　８５歳以上人口　女,　９５歳以上人口　総数,　９５歳以上人口　男,　９５歳以上人口　女,　外国人人口　総数,　外国人人口　男,　外国人人口　女,　世帯総数,　一般世帯数,　１人世帯数　一般世帯数,　２人世帯数　一般世帯数,　３人世帯数　一般世帯数,　４人世帯数　一般世帯数,　５人世帯数　一般世帯数,　６人世帯数　一般世帯数,　７人以上世帯数　一般世帯数,　親族のみの世帯数　一般世帯数,　核家族世帯数　一般世帯数,　核家族以外の世帯数　一般世帯数,　６歳未満世帯員のいる世帯数　一般世帯数,　６５歳以上世帯員のいる世帯数　一般世帯数,　世帯主の年齢が２０～２９歳の１人世帯数　一般世帯数,　高齢単身世帯数　一般世帯数,　高齢夫婦世帯数　一般世帯数
594210104,2,594210302,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
594210111,1,,594210113,16,11,5,0,0,0,21,15,6,10,8,2,21,15,6,21,15,6,11,7,4,4,2,2,2,1,1,0,0,0,0,0,0,6,6,1,2,1,2,1,0,0,6,4,2,0,7,0,1,1
594210113,2,594210111,,5,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
594210202,2,594210204,,10,4,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
594210204,1,,594210202;594210424;594210433,12,6,6,1,1,0,28,11,17,15,6,9,28,11,17,27,10,17,13,5,8,9,3,6,5,1,4,0,0,0,0,0,0,5,5,3,4,3,1,1,0,0,8,4,4,0,8,0,1,1
594210301,2,594210302,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
594210302,1,,594210104;594210301,235,118,117,21,12,9,220,109,111,128,68,60,216,108,108,211,106,105,92,41,51,56,22,34,19,7,12,3,2,1,0,0,0,86,86,20,28,18,13,3,1,5,68,46,22,6,65,0,10,10
594210303,0,,,131,59,72,10,3,7,121,56,65,59,31,28,116,53,63,112,51,61,62,25,37,37,14,23,11,4,7,1,1,0,0,0,0,51,51,15,17,8,2,6,2,1,36,28,8,5,41,0,12,9
594210304,1,,594210414,115,53,62,11,5,6,110,50,60,58,28,30,106,49,57,105,49,56,52,22,30,24,7,17,1,0,1,0,0,0,0,0,0,41,41,9,13,11,3,4,2,1,33,22,11,1,35,0,8,5
