KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001141001,T001141002,T001141003,T001141004,T001141005,T001141006,T001141007,T001141008,T001141009,T001141010,T001141011,T001141012,T001141013,T001141014,T001141015,T001141016,T001141017,T001141018,T001141019,T001141020,T001141021,T001141022,T001141023,T001141024,T001141025,T001141026,T001141027,T001141028,T001141029,T001141030,T001141031,T001141032,T001141033,T001141034,T001141035,T001141036,T001141037,T001141038,T001141039,T001141040,T001141041,T001141042,T001141043,T001141044,T001141045,T001141046,T001141047,T001141048,T001141049,T001141050
,,,,　人口（総数）,　人口（総数）　男,　人口（総数）　女,　０～１４歳人口　総数,　０～１４歳人口　男,　０～１４歳人口　女,　１５歳以上人口　総数,　１５歳以上人口　男,　１５歳以上人口　女,　１５～６４歳人口　総数,　１５～６４歳人口　男,　１５～６４歳人口　女,　１８歳以上人口　総数,　１８歳以上人口　男,　１８歳以上人口　女,　２０歳以上人口　総数,　２０歳以上人口　男,　２０歳以上人口　女,　６５歳以上人口　総数,　６５歳以上人口　男,　６５歳以上人口　女,　７５歳以上人口　総数,　７５歳以上人口　男,　７５歳以上人口　女,　８５歳以上人口　総数,　８５歳以上人口　男,　８５歳以上人口　女,　９５歳以上人口　総数,　９５歳以上人口　男,　９５歳以上人口　女,　外国人人口　総数,　外国人人口　男,　外国人人口　女,　世帯総数,　一般世帯数,　１人世帯数　一般世帯数,　２人世帯数　一般世帯数,　３人世帯数　一般世帯数,　４人世帯数　一般世帯数,　５人世帯数　一般世帯数,　６人世帯数　一般世帯数,　７人以上世帯数　一般世帯数,　親族のみの世帯数　一般世帯数,　核家族世帯数　一般世帯数,　核家族以外の世帯数　一般世帯数,　６歳未満世帯員のいる世帯数　一般世帯数,　６５歳以上世帯員のいる世帯数　一般世帯数,　世帯主の年齢が２０～２９歳の１人世帯数　一般世帯数,　高齢単身世帯数　一般世帯数,　高齢夫婦世帯数　一般世帯数
563605082,2,563605091,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563605091,1,,563605082,17,9,8,0,0,0,19,10,9,5,3,2,17,9,8,17,9,8,14,7,7,8,3,5,5,2,3,0,0,0,0,0,0,9,9,3,6,0,1,0,0,0,7,7,0,0,9,0,3,5
563605191,2,563605192,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563605192,1,,563605191,41,16,25,0,0,0,45,18,27,4,2,2,45,18,27,45,18,27,41,16,25,28,9,19,11,5,6,1,1,0,0,0,0,30,30,19,13,0,0,0,0,0,13,13,0,0,32,0,19,9
563606001,0,,,20,9,11,0,0,0,20,9,11,4,2,2,20,9,11,20,9,11,16,7,9,6,2,4,5,2,3,0,0,0,0,0,0,10,10,2,6,2,0,0,0,0,8,8,0,0,10,0,2,5
563606003,0,,,10,4,6,0,0,0,10,4,6,3,1,2,10,4,6,10,4,6,7,3,4,3,1,2,2,0,2,1,0,1,0,0,0,5,5,1,3,1,0,0,0,0,4,3,1,0,4,0,1,2
563606024,2,563606132,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563606031,2,563606141,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563606053,2,563606054,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563606054,1,,563606053;563606151;563606152,25,12,13,0,0,0,34,17,17,10,6,4,34,17,17,34,17,17,24,11,13,12,6,6,6,2,4,0,0,0,0,0,0,11,11,4,8,2,2,0,0,0,11,9,2,0,16,0,4,6
563606092,2,563606094,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563606094,1,,563606092,7,5,2,0,0,0,14,8,6,7,4,3,13,7,6,13,7,6,7,4,3,6,3,3,1,1,0,0,0,0,0,0,0,4,4,3,1,3,0,0,0,0,4,4,0,0,5,0,2,1
563606101,0,,,10,5,5,0,0,0,10,5,5,4,2,2,10,5,5,10,5,5,6,3,3,5,2,3,2,1,1,0,0,0,1,0,1,6,6,2,4,0,0,0,0,0,4,4,0,0,4,0,2,2
563606102,2,563606103,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
563606103,1,,563606102,35,16,19,3,2,1,38,17,21,12,6,6,37,17,20,36,16,20,26,11,15,18,6,12,7,2,5,1,0,1,0,0,0,15,15,7,8,2,0,1,0,1,12,9,3,0,18,0,7,5
563606104,0,,,13,4,9,0,0,0,13,4,9,7,3,4,13,4,9,13,4,9,6,1,5,2,0,2,2,0,2,0,0,0,0,0,0,6,6,3,1,1,0,1,0,0,3,1,2,0,5,0,2,1
563606111,0,,,10,5,5,0,0,0,10,5,5,1,0,1,10,5,5,10,5,5,9,5,4,6,2,4,4,1,3,0,0,0,0,0,0,6,6,3,2,1,0,0,0,0,3,2,1,0,6,0,3,1
563606113,1,,563606114;563606123;563606221,9,5,4,0,0,0,17,8,9,2,1,1,17,8,9,17,8,9,15,7,8,9,3,6,4,3,1,0,0,0,0,0,0,5,5,7,4,1,0,0,0,0,5,5,0,0,11,0,6,2
