KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001141001,T001141002,T001141003,T001141004,T001141005,T001141006,T001141007,T001141008,T001141009,T001141010,T001141011,T001141012,T001141013,T001141014,T001141015,T001141016,T001141017,T001141018,T001141019,T001141020,T001141021,T001141022,T001141023,T001141024,T001141025,T001141026,T001141027,T001141028,T001141029,T001141030,T001141031,T001141032,T001141033,T001141034,T001141035,T001141036,T001141037,T001141038,T001141039,T001141040,T001141041,T001141042,T001141043,T001141044,T001141045,T001141046,T001141047,T001141048,T001141049,T001141050
,,,,　人口（総数）,　人口（総数）　男,　人口（総数）　女,　０～１４歳人口　総数,　０～１４歳人口　男,　０～１４歳人口　女,　１５歳以上人口　総数,　１５歳以上人口　男,　１５歳以上人口　女,　１５～６４歳人口　総数,　１５～６４歳人口　男,　１５～６４歳人口　女,　１８歳以上人口　総数,　１８歳以上人口　男,　１８歳以上人口　女,　２０歳以上人口　総数,　２０歳以上人口　男,　２０歳以上人口　女,　６５歳以上人口　総数,　６５歳以上人口　男,　６５歳以上人口　女,　７５歳以上人口　総数,　７５歳以上人口　男,　７５歳以上人口　女,　８５歳以上人口　総数,　８５歳以上人口　男,　８５歳以上人口　女,　９５歳以上人口　総数,　９５歳以上人口　男,　９５歳以上人口　女,　外国人人口　総数,　外国人人口　男,　外国人人口　女,　世帯総数,　一般世帯数,　１人世帯数　一般世帯数,　２人世帯数　一般世帯数,　３人世帯数　一般世帯数,　４人世帯数　一般世帯数,　５人世帯数　一般世帯数,　６人世帯数　一般世帯数,　７人以上世帯数　一般世帯数,　親族のみの世帯数　一般世帯数,　核家族世帯数　一般世帯数,　核家族以外の世帯数　一般世帯数,　６歳未満世帯員のいる世帯数　一般世帯数,　６５歳以上世帯員のいる世帯数　一般世帯数,　世帯主の年齢が２０～２９歳の１人世帯数　一般世帯数,　高齢単身世帯数　一般世帯数,　高齢夫婦世帯数　一般世帯数
643907004,0,,,12,7,5,0,0,0,12,7,5,5,3,2,12,7,5,12,7,5,7,4,3,4,2,2,0,0,0,0,0,0,0,0,0,6,6,2,3,0,1,0,0,0,4,3,1,0,4,0,1,2
643907013,1,,643907124;643907232,11,5,6,0,0,0,15,8,7,4,3,1,15,8,7,15,8,7,11,5,6,9,4,5,4,2,2,0,0,0,0,0,0,7,7,6,3,1,0,0,0,0,4,4,0,0,8,0,4,2
643907124,2,643907013,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
643907232,2,643907013,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
643907263,1,,643907264,13,4,9,1,0,1,15,6,9,7,3,4,14,6,8,14,6,8,8,3,5,4,1,3,0,0,0,0,0,0,0,0,0,6,6,3,3,1,1,0,0,0,5,5,0,0,6,1,2,1
643907264,2,643907263,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
643907283,2,643907284,,11,4,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
643907284,1,,643907283,36,19,17,2,1,1,45,22,23,23,13,10,45,22,23,45,22,23,22,9,13,15,4,11,7,3,4,0,0,0,0,0,0,17,17,9,8,2,4,0,0,0,14,11,3,1,17,0,8,3
643907292,0,,,11,7,4,2,2,0,9,5,4,5,3,2,9,5,4,9,5,4,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,6,6,3,2,0,1,0,0,0,3,3,0,1,3,0,1,1
643907293,0,,,20,9,11,0,0,0,20,9,11,7,6,1,20,9,11,20,9,11,13,3,10,8,2,6,2,0,2,0,0,0,0,0,0,14,13,8,4,1,0,0,0,0,5,5,0,0,9,2,5,2
643907294,0,,,31,20,11,0,0,0,31,20,11,14,11,3,31,20,11,31,20,11,17,9,8,9,3,6,2,1,1,0,0,0,0,0,0,15,15,5,7,1,1,1,0,0,10,6,4,0,13,0,3,2
